Date, Name, Value, ChangePer
3:14 PM EST 11/18/19, GOOGL, 1323.16, -0.78%
3:16 PM EST 11/18/19, MSFT, 150.172, 0.13%
3:16 PM EST 11/18/19, AMZN, 1752.99, 0.78%
3:16 PM EST 11/18/19, GOOGL, 1322.03, -0.86%
3:17 PM EST 11/18/19, MSFT, 150.115, 0.10%
3:17 PM EST 11/18/19, AMZN, 1750.8576, 0.65%
3:17 PM EST 11/18/19, GOOGL, 1321.53, -0.90%
3:18 PM EST 11/18/19, MSFT, 150.08, 0.07%
3:18 PM EST 11/18/19, AMZN, 1749.4098, 0.57%
3:18 PM EST 11/18/19, GOOGL, 1320.925, -0.95%
3:19 PM EST 11/18/19, MSFT, 150.12, 0.10%
3:19 PM EST 11/18/19, AMZN, 1749.58, 0.58%
3:19 PM EST 11/18/19, GOOGL, 1321.33, -0.92%
3:21 PM EST 11/18/19, MSFT, 150.12, 0.10%
3:20 PM EST 11/18/19, AMZN, 1750.00, 0.60%
3:20 PM EST 11/18/19, GOOGL, 1321.51, -0.90%
3:21 PM EST 11/18/19, MSFT, 150.15, 0.12%
3:22 PM EST 11/18/19, AMZN, 1750.4357, 0.63%
3:22 PM EST 11/18/19, GOOGL, 1322.105, -0.86%
3:23 PM EST 11/18/19, MSFT, 150.18, 0.14%
3:23 PM EST 11/18/19, AMZN, 1749.95, 0.60%
3:22 PM EST 11/18/19, GOOGL, 1321.65, -0.89%
3:24 PM EST 11/18/19, MSFT, 150.1683, 0.13%
3:24 PM EST 11/18/19, AMZN, 1749.02, 0.55%
3:23 PM EST 11/18/19, GOOGL, 1321.915, -0.87%
3:25 PM EST 11/18/19, MSFT, 150.1947, 0.15%
3:25 PM EST 11/18/19, AMZN, 1749.15, 0.56%
3:25 PM EST 11/18/19, GOOGL, 1321.9125, -0.87%
3:26 PM EST 11/18/19, MSFT, 150.20, 0.15%
3:26 PM EST 11/18/19, AMZN, 1749.00, 0.55%
3:26 PM EST 11/18/19, GOOGL, 1321.895, -0.87%
3:27 PM EST 11/18/19, MSFT, 150.179, 0.14%
3:27 PM EST 11/18/19, AMZN, 1749.3846, 0.57%
3:27 PM EST 11/18/19, GOOGL, 1321.81, -0.88%
3:28 PM EST 11/18/19, MSFT, 150.1934, 0.15%
3:28 PM EST 11/18/19, AMZN, 1749.66, 0.58%
3:28 PM EST 11/18/19, GOOGL, 1321.81, -0.88%
3:30 PM EST 11/18/19, MSFT, 150.19, 0.15%
3:30 PM EST 11/18/19, AMZN, 1748.98, 0.55%
3:30 PM EST 11/18/19, GOOGL, 1321.73, -0.89%
3:31 PM EST 11/18/19, MSFT, 150.1247, 0.10%
3:31 PM EST 11/18/19, AMZN, 1748.72, 0.53%
3:31 PM EST 11/18/19, GOOGL, 1321.18, -0.93%
3:32 PM EST 11/18/19, MSFT, 150.14, 0.11%
3:32 PM EST 11/18/19, AMZN, 1748.90, 0.54%
3:32 PM EST 11/18/19, GOOGL, 1320.77, -0.96%
3:33 PM EST 11/18/19, MSFT, 150.1447, 0.12%
3:33 PM EST 11/18/19, AMZN, 1749.06, 0.55%
3:33 PM EST 11/18/19, GOOGL, 1320.75, -0.96%
3:34 PM EST 11/18/19, MSFT, 150.155, 0.12%
3:34 PM EST 11/18/19, AMZN, 1748.58, 0.52%
3:34 PM EST 11/18/19, GOOGL, 1320.76, -0.96%
3:35 PM EST 11/18/19, MSFT, 150.19, 0.15%
3:35 PM EST 11/18/19, AMZN, 1748.91, 0.54%
3:35 PM EST 11/18/19, GOOGL, 1320.565, -0.97%
3:36 PM EST 11/18/19, MSFT, 150.12, 0.10%
3:36 PM EST 11/18/19, AMZN, 1748.46, 0.52%
3:36 PM EST 11/18/19, GOOGL, 1320.53, -0.98%
3:38 PM EST 11/18/19, MSFT, 150.125, 0.10%
3:38 PM EST 11/18/19, AMZN, 1747.51, 0.46%
3:37 PM EST 11/18/19, GOOGL, 1320.89, -0.95%
3:39 PM EST 11/18/19, MSFT, 150.125, 0.10%
3:39 PM EST 11/18/19, AMZN, 1749.7091, 0.59%
3:39 PM EST 11/18/19, GOOGL, 1321.50, -0.90%
3:40 PM EST 11/18/19, MSFT, 150.14, 0.11%
3:40 PM EST 11/18/19, AMZN, 1750.46, 0.63%
3:40 PM EST 11/18/19, GOOGL, 1321.57, -0.90%
3:41 PM EST 11/18/19, MSFT, 150.095, 0.08%
3:41 PM EST 11/18/19, AMZN, 1749.95, 0.60%
3:41 PM EST 11/18/19, GOOGL, 1321.37, -0.91%
3:42 PM EST 11/18/19, MSFT, 150.10, 0.09%
3:42 PM EST 11/18/19, AMZN, 1750.285, 0.62%
3:42 PM EST 11/18/19, GOOGL, 1321.00, -0.94%
3:43 PM EST 11/18/19, MSFT, 150.12, 0.10%
3:43 PM EST 11/18/19, AMZN, 1749.84, 0.60%
3:43 PM EST 11/18/19, GOOGL, 1320.06, -1.01%
3:45 PM EST 11/18/19, MSFT, 150.12, 0.10%
3:44 PM EST 11/18/19, AMZN, 1750.16, 0.61%
3:45 PM EST 11/18/19, GOOGL, 1319.66, -1.04%
3:46 PM EST 11/18/19, MSFT, 150.115, 0.10%
3:46 PM EST 11/18/19, AMZN, 1750.705, 0.64%
3:46 PM EST 11/18/19, GOOGL, 1318.84, -1.10%
3:47 PM EST 11/18/19, MSFT, 150.11, 0.09%
3:47 PM EST 11/18/19, AMZN, 1749.83, 0.59%
3:46 PM EST 11/18/19, GOOGL, 1319.04, -1.09%
3:48 PM EST 11/18/19, MSFT, 150.13, 0.11%
3:48 PM EST 11/18/19, AMZN, 1749.51, 0.58%
3:48 PM EST 11/18/19, GOOGL, 1319.02, -1.09%
3:49 PM EST 11/18/19, MSFT, 150.1334, 0.11%
3:49 PM EST 11/18/19, AMZN, 1749.865, 0.60%
3:49 PM EST 11/18/19, GOOGL, 1317.60, -1.20%
3:50 PM EST 11/18/19, MSFT, 150.19, 0.15%
3:50 PM EST 11/18/19, AMZN, 1750.52, 0.63%
3:50 PM EST 11/18/19, GOOGL, 1317.30, -1.22%
3:52 PM EST 11/18/19, MSFT, 150.17, 0.13%
3:52 PM EST 11/18/19, AMZN, 1750.74, 0.65%
3:52 PM EST 11/18/19, GOOGL, 1316.40, -1.29%
3:53 PM EST 11/18/19, MSFT, 150.22, 0.17%
3:53 PM EST 11/18/19, AMZN, 1751.99, 0.72%
3:53 PM EST 11/18/19, GOOGL, 1317.01, -1.24%
3:54 PM EST 11/18/19, MSFT, 150.24, 0.18%
3:54 PM EST 11/18/19, AMZN, 1752.185, 0.73%
3:54 PM EST 11/18/19, GOOGL, 1316.94, -1.24%
3:55 PM EST 11/18/19, MSFT, 150.22, 0.17%
3:55 PM EST 11/18/19, AMZN, 1751.79, 0.71%
3:55 PM EST 11/18/19, GOOGL, 1317.68, -1.19%
3:56 PM EST 11/18/19, MSFT, 150.135, 0.11%
3:56 PM EST 11/18/19, AMZN, 1752.18, 0.73%
3:56 PM EST 11/18/19, GOOGL, 1317.54, -1.20%
3:57 PM EST 11/18/19, MSFT, 150.115, 0.10%
3:57 PM EST 11/18/19, AMZN, 1752.42, 0.74%
3:57 PM EST 11/18/19, GOOGL, 1317.00, -1.24%
3:58 PM EST 11/18/19, MSFT, 150.1738, 0.14%
3:58 PM EST 11/18/19, AMZN, 1752.42, 0.74%
3:58 PM EST 11/18/19, GOOGL, 1317.70, -1.19%
3:59 PM EST 11/18/19, MSFT, 150.29, 0.21%
3:59 PM EST 11/18/19, AMZN, 1752.67, 0.76%
3:59 PM EST 11/18/19, GOOGL, 1320.03, -1.01%
4:00 PM EST 11/18/19, MSFT, 150.34, 0.25%
4:00 PM EST 11/18/19, AMZN, 1752.53, 0.75%
4:00 PM EST 11/18/19, GOOGL, 1319.84, -1.03%
